ID,Property Type,Bedrooms,Rent,Utilities Included,Min Stay,Bathrooms,Fees,Yard,Parking,Availability,Location,Link,Is Available,Time To Work
278877_1,House,3,6500,True,Month to Month,2,Cleaning Fee - $150.00/Deposit (Refundable) - $1500.00,False,Free Parking on Premises,"[('2021-04-29', '2021-10-31')]","34.1000189, -118.3429135",https://furnishedfinder.com/property/278877_1,True,1763
293344_1,House,1,1695,True,Month to Month,1,Application Fee - $35.00/Pet Deposit (Refundable) - $125.00/Cleaning Fee - $140.00,False,Free Parking on Premises,"[('2021-06-16', '2021-10-31')]","34.2069254, -118.3466742",https://furnishedfinder.com/property/293344_1,True,2860
285287_1,Cottage,1,2750,True,3 Month Minimum,1,Cleaning Fee - $75.00/Deposit (Refundable) - $1000.00/Pet Deposit (Refundable) - $500.00,False,Free Parking on Premises,"[('2021-05-23', '2021-11-30')]","34.0108974, -118.4595472",https://furnishedfinder.com/property/285287_1,True,578
286839_1,House (Sublet),2,3100,True,3 Month Minimum,1,Deposit (Refundable) - $800.00/Pet Deposit (Refundable) - $500.00,True,Free Parking on Premises,"[('2021-03-31', '2021-12-31')]","34.0315709, -118.4855751",https://furnishedfinder.com/property/286839_1,True,70
248502_1,Cottage,1,3250,True,Month to Month,1,Cleaning Fee - $100.00/Deposit (Refundable) - $200.00,False,Free Parking on Premises,"[('2021-06-14', '2022-03-31')]","34.1236502, -118.3472061",https://furnishedfinder.com/property/248502_1,True,2396
262986_1,Cottage,0.5,1600,True,Month to Month,1,,False,Free Parking on Premises,"[('2022-06-01', '2022-06-01')]","34.0537243, -118.3625169",https://furnishedfinder.com/property/262986_1,True,1095
236679_1,Apartment (Sublet),1,2800,True,3 Month Minimum,1,Pet Deposit (Non-Refundable) - $150.00/Cleaning Fee - $250.00/Deposit (Refundable) - $500.00,False,Free Parking on Premises,"[('2021-06-20', '2022-06-23')]","34.0576697, -118.2574589",https://furnishedfinder.com/property/236679_1,True,2119
232278_1,Apartment,1,2800,True,Month to Month,1,Application Fee - $35.00/Cleaning Fee - $150.00/Deposit (Refundable) - $600.00,False,Free Parking on Premises,[],"34.1941772, -118.5137428",https://furnishedfinder.com/property/232278_1,True,2257
266721_1,House,1,2100,True,3 Month Minimum,1,Cleaning Fee - $150.00/Deposit (Refundable) - $1000.00/Pet Deposit (Non-Refundable) - $500.00,False,Free Parking on Premises,[],"34.1715451, -118.6290087",https://furnishedfinder.com/property/266721_1,True,2259
285297_1,Cottage,0.5,1500,True,Month to Month,1,Cleaning Fee - $150.00/Deposit (Refundable) - $1500.00/Pet Deposit (Refundable) - $100.00,False,Free Parking on Premises,"[('2021-06-19', '2021-10-31')]","34.1956938, -118.5521204",https://furnishedfinder.com/property/285297_1,True,2179
274751_1,House,2,2500,True,Month to Month,1,Deposit (Refundable) - $2500.00/Pet Deposit (Non-Refundable) - $100.00,False,Ample street parking for multiple cars,[],"33.8378762, -118.3191520",https://furnishedfinder.com/property/274751_1,True,2660
280131_1,Apartment (Sublet),1,3000,True,Weekly,1,Deposit (Refundable) - $1000.00/Cleaning Fee - $150.00,False,plenty of free street parking,[],"33.9599159, -118.4495649",https://furnishedfinder.com/property/280131_1,True,1271
292578_1,Apartment,2,3450,True,Month to Month,2,Application Fee - $50.00/Cleaning Fee - $500.00/Deposit (Refundable) - $3000.00,False,1 assigned exterior parking space in rear of building,[],"33.9859267, -118.3543391",https://furnishedfinder.com/property/292578_1,True,1337
291938_1,House,2,3200,True,Month to Month,1,Application Fee - $50.00/Cleaning Fee - $150.00/Deposit (Refundable) - $2000.00,False,Free Parking on Premises,[],"33.9352581, -118.3302494",https://furnishedfinder.com/property/291938_1,True,2090
274645_1,Apartment,1,2100,True,Month to Month,1,Cleaning Fee - $150.00/Pet Deposit (Refundable) - $250.00/Deposit (Refundable) - $1000.00,True,Plenty street parking,[],"33.9847529, -118.3520617",https://furnishedfinder.com/property/274645_1,True,1348
264770_2,Apartment,2,3037,False,Month to Month,1,Deposit (Refundable) - $1000.00/Application Fee - $40.00,False,Reserved parking may be available,[],"33.9560272, -118.3853814",https://furnishedfinder.com/property/264770_2,True,1336
294444_1,Apartment,2,4000,True,Month to Month,1,Application Fee - $35.00/Cleaning Fee - $200.00/Deposit (Refundable) - $2000.00,True,Free Parking on Premises,[],"33.9986260, -118.4244604",https://furnishedfinder.com/property/294444_1,True,955
128332_1,Apartment (Sublet),1,2550,True,Month to Month,1,Cleaning Fee - $185.00/Deposit (Refundable) - $1800.00/Pet Deposit (Refundable) - $250.00,False,Free Parking on Premises,"[('2021-04-13', '2021-10-30')]","33.9896703, -118.4741140",https://furnishedfinder.com/property/128332_1,True,882
266976_1,House,2,3000,True,Month to Month,1,,False,Free Parking on Premises,"[('2021-06-21', '2021-11-01'), ('2022-03-02', '2022-06-24')]","33.8971211, -118.3592516",https://furnishedfinder.com/property/266976_1,True,2076
266548_1,House,2,2775,True,Month to Month,1,Deposit (Refundable) - $500.00/Cleaning Fee - $150.00/Pet Deposit (Non-Refundable) - $100.00,True,Free Parking on Premises,"[('2021-05-22', '2021-11-01')]","33.8858124, -118.3753903",https://furnishedfinder.com/property/266548_1,True,2169
244566_1,Cottage,0.5,2500,True,Month to Month,1,Cleaning Fee - $125.00/Deposit (Refundable) - $500.00/Pet Deposit (Non-Refundable) - $250.00,False,,"[('2021-06-20', '2022-06-23')]","33.8752157, -118.4038637",https://furnishedfinder.com/property/244566_1,True,2259
253711_1,House,2,3950,True,Month to Month,2,Pet Deposit (Non-Refundable) - $100.00/Cleaning Fee - $275.00/Deposit (Refundable) - $1925.00,False,Free Parking on Premises,"[('2021-06-21', '2021-06-26'), ('2021-06-30', '2021-08-31'), ('2021-09-21', '2022-06-24')]","33.9912726, -118.4572753",https://furnishedfinder.com/property/253711_1,True,901
